# MEAN_SAMPLE_SIZE = 77173
# TOTAL_GENES = 18811
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_mf:go_ribonuclease_p_acti...          SET      12      0.23058     0.005822      0.21884      0.14603 GO_mf:go_ribonuclease_p_activity
GO_mf:go_p53_binding                     SET      62     -0.18011    -0.010323      0.10174      0.96164 GO_mf:go_p53_binding
GO_mf:go_proton_transporting...1         SET      16      0.19995     0.005829      0.18752      0.14316 GO_mf:go_proton_transporting_atp_synthase_activity_rotational_mechanism
GO_mf:go_peptide_receptor_ac...          SET     140    -0.025701    -0.002209     0.077405      0.63006 GO_mf:go_peptide_receptor_activity
GO_mf:go_symporter_activity              SET     140     0.041211    0.0035421     0.074395      0.28981 GO_mf:go_symporter_activity
GO_mf:go_frizzled_binding                SET      37     0.073739    0.0032672      0.12839      0.28288 GO_mf:go_frizzled_binding
GO_mf:go_endoribonuclease_ac...1         SET      60      0.18116     0.010215       0.1073     0.045678 GO_mf:go_endoribonuclease_activity
GO_mf:go_neurotrophin_recept...          SET       9      -0.1136   -0.0024844      0.25117      0.67447 GO_mf:go_neurotrophin_receptor_binding
GO_mf:go_ubiquitin_like_prot...6         SET      92       0.1997     0.013932     0.080694    0.0066713 GO_mf:go_ubiquitin_like_protein_specific_protease_activity
GO_mf:go_phospholipid_binding            SET     398    0.0087596    0.0012606       0.0426      0.41854 GO_mf:go_phospholipid_binding
GO_mf:go_c_acyltransferase_a...          SET      20     -0.15532    -0.005062       0.1946      0.78761 GO_mf:go_c_acyltransferase_activity
GO_mf:go_intramolecular_oxid...1         SET      45     -0.14316   -0.0069937      0.12035      0.88288 GO_mf:go_intramolecular_oxidoreductase_activity
GO_mf:go_g_protein_coupled_c...          SET      25      0.12339    0.0044953      0.17842      0.24462 GO_mf:go_g_protein_coupled_chemoattractant_receptor_activity
GO_mf:go_sequence_specific_d...1         SET    1050   -0.0016026  -0.00036793     0.027632      0.52313 GO_mf:go_sequence_specific_dna_binding
GO_mf:go_gtp_dependent_prote...          SET      22     0.058254    0.0019911      0.16943      0.36549 GO_mf:go_gtp_dependent_protein_binding
GO_mf:go_transcription_corep...1         SET     228    -0.017003   -0.0018606     0.055993       0.6193 GO_mf:go_transcription_corepressor_activity
GO_mf:go_death_receptor_acti...          SET      10      -0.5078    -0.011705      0.26839      0.97075 GO_mf:go_death_receptor_activity
GO_mf:go_ribonuclease_activi...          SET     106     0.076082    0.0056952     0.078888      0.16742 GO_mf:go_ribonuclease_activity
GO_mf:go_misfolded_protein_b...          SET      21     -0.37544    -0.012538      0.16843      0.98709 GO_mf:go_misfolded_protein_binding
GO_mf:go_laminin_binding                 SET      29    -0.078076   -0.0030633      0.14688      0.70248 GO_mf:go_laminin_binding
GO_mf:go_glutamate_receptor_...2         SET      46    -0.058901   -0.0029092      0.12496      0.68131 GO_mf:go_glutamate_receptor_binding
GO_mf:go_cytokine_receptor_a...          SET      87     0.026511    0.0017988     0.098577      0.39399 GO_mf:go_cytokine_receptor_activity
GO_mf:go_acid_phosphatase_ac...          SET       8     -0.50902    -0.010495      0.30406      0.95293 GO_mf:go_acid_phosphatase_activity
GO_mf:go_endopeptidase_activ...2         SET     386       0.0668    0.0094705     0.044705     0.067565 GO_mf:go_endopeptidase_activity
GO_mf:go_oxidoreductase_acti...18        SET      29    -0.013447   -0.0005276      0.18516      0.52895 GO_mf:go_oxidoreductase_activity_acting_on_paired_donors_with_incorporation_or_reduction_of_molecular_oxygen_reduced_flavin_or_flavoprotein_as_one_donor_and_incorporation_of_one_atom_of_oxygen
GO_mf:go_arylsulfatase_activ...          SET       8     -0.63188    -0.013028      0.33105      0.97184 GO_mf:go_arylsulfatase_activity
GO_mf:go_notch_binding                   SET      21      0.22744    0.0075952      0.20894      0.13819 GO_mf:go_notch_binding
GO_mf:go_deaminase_activity              SET      32     -0.27557    -0.011357        0.166      0.95154 GO_mf:go_deaminase_activity
GO_mf:go_thyroid_hormone_rec...          SET      27    -0.071981   -0.0027252      0.15208        0.682 GO_mf:go_thyroid_hormone_receptor_binding
GO_mf:go_metalloaminopeptida...          SET      21     -0.14818   -0.0049482      0.19656      0.77452 GO_mf:go_metalloaminopeptidase_activity
GO_mf:go_gap_junction_channe...          SET      13     -0.28802   -0.0075691      0.25941      0.86656 GO_mf:go_gap_junction_channel_activity
GO_mf:go_dopamine_receptor_b...          SET      16      0.19103    0.0055692       0.1875      0.15415 GO_mf:go_dopamine_receptor_binding
GO_mf:go_neuropeptide_binding            SET      23     0.015541   0.00054311      0.19137      0.46764 GO_mf:go_neuropeptide_binding
GO_mf:go_high_voltage_gated_...          SET       9    -0.023921  -0.00052313      0.31855      0.52993 GO_mf:go_high_voltage_gated_calcium_channel_activity
GO_mf:go_gamma_catenin_bindi...          SET      11      0.30229     0.007308      0.25502      0.11794 GO_mf:go_gamma_catenin_binding
GO_mf:go_calcium_dependent_c...          SET      16     0.081617    0.0023794      0.22074      0.35579 GO_mf:go_calcium_dependent_cysteine_type_endopeptidase_activity
GO_mf:go_tbp_class_protein_b...          SET      21     -0.24122   -0.0080555       0.1896      0.89836 GO_mf:go_tbp_class_protein_binding
GO_mf:go_oxidoreductase_acti...13        SET      54    -0.076966   -0.0041179      0.11793      0.74301 GO_mf:go_oxidoreductase_activity_acting_on_nad_p_h_quinone_or_similar_compound_as_acceptor
GO_mf:go_tau_protein_kinase_...          SET      22     -0.33967     -0.01161      0.15624      0.98514 GO_mf:go_tau_protein_kinase_activity
GO_mf:go_ribosome_binding                SET      54     0.048523    0.0025961      0.10641      0.32419 GO_mf:go_ribosome_binding
GO_mf:go_transcription_coact...1         SET     303    0.0079513     0.001001     0.047168      0.43307 GO_mf:go_transcription_coactivator_activity
GO_mf:go_receptor_regulator_...          SET     484    -0.051313   -0.0081245     0.040024      0.90008 GO_mf:go_receptor_regulator_activity
GO_mf:go_lysine_n_methyltran...          SET      58     0.026935    0.0014934      0.11217      0.40512 GO_mf:go_lysine_n_methyltransferase_activity
GO_mf:go_sodium_ion_binding              SET       8     -0.27182   -0.0056045      0.30115      0.81663 GO_mf:go_sodium_ion_binding
GO_mf:go_oxidoreductase_acti...1         SET     688    0.0098261    0.0018446     0.032684      0.38185 GO_mf:go_oxidoreductase_activity
GO_mf:go_monosaccharide_bind...          SET      74      -0.1444   -0.0090393      0.10279      0.91995 GO_mf:go_monosaccharide_binding
GO_mf:go_ephrin_receptor_act...          SET      20     -0.15511   -0.0050553      0.21763      0.76199 GO_mf:go_ephrin_receptor_activity
GO_mf:go_atpase_activity                 SET     422    -0.050142   -0.0074257     0.040316      0.89319 GO_mf:go_atpase_activity
GO_mf:go_gtpase_binding                  SET     495    -0.045682   -0.0073124     0.036781      0.89287 GO_mf:go_gtpase_binding
GO_mf:go_pre_mrna_binding                SET      32     -0.02152  -0.00088685      0.11967      0.57136 GO_mf:go_pre_mrna_binding
GO_mf:go_transmembrane_recep...3         SET      17      0.15317    0.0046027      0.21563      0.23875 GO_mf:go_transmembrane_receptor_protein_serine_threonine_kinase_activity
GO_mf:go_g_protein_coupled_r...2         SET     253     0.002095   0.00024133     0.055155      0.48485 GO_mf:go_g_protein_coupled_receptor_binding
GO_mf:go_ligase_activity_for...3         SET      41     0.040145    0.0018722      0.11163      0.35957 GO_mf:go_ligase_activity_forming_carbon_oxygen_bonds
GO_mf:go_carbon_oxygen_lyase...          SET      68     -0.17527    -0.010519     0.098658      0.96217 GO_mf:go_carbon_oxygen_lyase_activity
GO_mf:go_adenyl_nucleotide_b...          SET    1463    -0.044389    -0.011888     0.022374      0.97636 GO_mf:go_adenyl_nucleotide_binding
GO_mf:go_solute_sodium_sympo...          SET      71      0.10644    0.0065272       0.1055      0.15651 GO_mf:go_solute_sodium_symporter_activity
GO_mf:go_phosphatidate_phosp...          SET      13      0.11069    0.0029088      0.21627       0.3044 GO_mf:go_phosphatidate_phosphatase_activity
GO_mf:go_transferase_activit...9         SET      46     0.017588   0.00086871      0.11698      0.44024 GO_mf:go_transferase_activity_transferring_pentosyl_groups
GO_mf:go_neurotransmitter_tr...          SET      48      0.17539    0.0088484      0.13336     0.094236 GO_mf:go_neurotransmitter_transporter_activity
GO_mf:go_trna_methyltransfer...          SET      32      0.13794    0.0056848      0.12642      0.13761 GO_mf:go_trna_methyltransferase_activity
GO_mf:go_histone_methyltrans...4         SET      16   0.00073322   2.1375e-05       0.2029      0.49856 GO_mf:go_histone_methyltransferase_activity_h3_k4_specific_
GO_mf:go_cell_adhesion_molec...          SET     472    -0.052842   -0.0082649     0.039561      0.90917 GO_mf:go_cell_adhesion_molecule_binding
GO_mf:go_receptor_inhibitor_...          SET      38     -0.22599    -0.010147      0.14209      0.94412 GO_mf:go_receptor_inhibitor_activity
GO_mf:go_cadherin_binding                SET     317    -0.085598    -0.011018     0.048196      0.96213 GO_mf:go_cadherin_binding
GO_mf:go_semaphorin_receptor...2         SET      22     -0.17914    -0.006123      0.17626      0.84526 GO_mf:go_semaphorin_receptor_binding
GO_mf:go_metalloendopeptidas...2         SET      14       0.2153    0.0058715      0.26708       0.2101 GO_mf:go_metalloendopeptidase_inhibitor_activity
GO_mf:go_ephrin_receptor_bin...          SET      27      0.20101      0.00761      0.17491      0.12525 GO_mf:go_ephrin_receptor_binding
GO_mf:go_chloride_channel_re...          SET      15     -0.40518    -0.011437      0.18804       0.9844 GO_mf:go_chloride_channel_regulator_activity
GO_mf:go_opsonin_binding                 SET      14     -0.20734   -0.0056544      0.23288      0.81335 GO_mf:go_opsonin_binding
GO_mf:go_dna_helicase_activi...          SET      47      -0.1048   -0.0052322      0.11708      0.81463 GO_mf:go_dna_helicase_activity
GO_mf:go_ammonium_ion_binding            SET      66     0.093718    0.0055416      0.10035      0.17517 GO_mf:go_ammonium_ion_binding
GO_mf:go_rna_polymerase_ii_t...          SET      50     0.021731    0.0011189      0.12327      0.43004 GO_mf:go_rna_polymerase_ii_transcription_factor_binding
GO_mf:go_exonuclease_activit...          SET      53      0.15165    0.0080383       0.1085      0.08112 GO_mf:go_exonuclease_activity_active_with_either_ribo_or_deoxyribonucleic_acids_and_producing_5_phosphomonoesters
GO_mf:go_aspartic_type_pepti...          SET      24    -0.013757  -0.00049109      0.16567      0.53309 GO_mf:go_aspartic_type_peptidase_activity
GO_mf:go_rna_polymerase_acti...          SET      42    -0.049981   -0.0023591      0.11438      0.66893 GO_mf:go_rna_polymerase_activity
GO_mf:go_protein_phosphatase...2         SET      30     0.011403   0.00045503      0.14344      0.46832 GO_mf:go_protein_phosphatase_2a_binding
GO_mf:go_monocarboxylic_acid...1         SET      65    -0.041466   -0.0024333      0.10544      0.65293 GO_mf:go_monocarboxylic_acid_binding
GO_mf:go_isomerase_activity              SET     138    -0.056146   -0.0047914     0.068647      0.79329 GO_mf:go_isomerase_activity
GO_mf:go_hydrolase_activity_...2         SET     125    -0.039645   -0.0032211     0.074093       0.7037 GO_mf:go_hydrolase_activity_acting_on_carbon_nitrogen_but_not_peptide_bonds
GO_mf:go_platelet_derived_gr...2         SET      15     -0.17316   -0.0048878      0.25008      0.75565 GO_mf:go_platelet_derived_growth_factor_receptor_binding
GO_mf:go_dna_polymerase_bind...          SET      17    0.0094953   0.00028533      0.20486      0.48152 GO_mf:go_dna_polymerase_binding
GO_mf:go_nucleobase_containi...1         SET      41    -0.035222   -0.0016426      0.12226      0.61336 GO_mf:go_nucleobase_containing_compound_kinase_activity
GO_mf:go_transporter_activity            SET    1174     0.030884     0.007471     0.025409       0.1121 GO_mf:go_transporter_activity
GO_mf:go_voltage_gated_calci...1         SET      45    -0.043222   -0.0021115      0.13825      0.62272 GO_mf:go_voltage_gated_calcium_channel_activity
GO_mf:go_cytokine_activity               SET     209   -0.0069612  -0.00072969     0.064288      0.54311 GO_mf:go_cytokine_activity
GO_mf:go_exodeoxyribonucleas...          SET      23      0.30083     0.010513      0.18055     0.047848 GO_mf:go_exodeoxyribonuclease_activity
GO_mf:go_4_iron_4_sulfur_clu...          SET      39      0.12328    0.0056078      0.13291      0.17682 GO_mf:go_4_iron_4_sulfur_cluster_binding
GO_mf:go_oxidoreductase_acti...16        SET      39   -0.0035992  -0.00016372      0.15306      0.50938 GO_mf:go_oxidoreductase_activity_acting_on_paired_donors_with_incorporation_or_reduction_of_molecular_oxygen_nad_p_h_as_one_donor_and_incorporation_of_one_atom_of_oxygen
GO_mf:go_phospholipase_activ...2         SET      98     -0.04823   -0.0034722     0.088044      0.70808 GO_mf:go_phospholipase_activity
GO_mf:go_arachidonic_acid_mo...          SET      15     -0.28588   -0.0080697      0.26268      0.86177 GO_mf:go_arachidonic_acid_monooxygenase_activity
GO_mf:go_n_acetyltransferase...          SET      77     0.085877    0.0054833      0.09586      0.18517 GO_mf:go_n_acetyltransferase_activity
GO_mf:go_hydrolase_activity_...11        SET      85    -0.070743   -0.0047447     0.083836      0.80061 GO_mf:go_hydrolase_activity_hydrolyzing_o_glycosyl_compounds
GO_mf:go_intramolecular_oxid...2         SET       8     -0.17598   -0.0036285      0.26592      0.74594 GO_mf:go_intramolecular_oxidoreductase_activity_interconverting_aldoses_and_ketoses
GO_mf:go_acid_thiol_ligase_a...          SET      29     0.076483    0.0030008       0.1635      0.31997 GO_mf:go_acid_thiol_ligase_activity
GO_mf:go_structural_molecule...1         SET     760    -0.070856    -0.013952     0.031799      0.98706 GO_mf:go_structural_molecule_activity
GO_mf:go_histone_deacetylase...1         SET       8     -0.31679   -0.0065317      0.29813      0.85601 GO_mf:go_histone_deacetylase_activity_h3_k14_specific_
GO_mf:go_rna_binding                     SET    1533     0.017604    0.0048164     0.020732      0.19791 GO_mf:go_rna_binding
GO_mf:go_odorant_binding                 SET      80     -0.08815   -0.0057365      0.11284      0.78264 GO_mf:go_odorant_binding
GO_mf:go_cysteine_type_endop...5         SET      54     -0.19099    -0.010219      0.13051      0.92832 GO_mf:go_cysteine_type_endopeptidase_inhibitor_activity
GO_mf:go_phosphatidylinosito...1         SET      34     -0.16231   -0.0068946      0.14855      0.86272 GO_mf:go_phosphatidylinositol_3_4_5_trisphosphate_binding
GO_mf:go_rna_polymerase_ii_d...          SET      95    -0.055536   -0.0039368     0.091873      0.72724 GO_mf:go_rna_polymerase_ii_distal_enhancer_sequence_specific_dna_binding
GO_mf:go_cytokine_receptor_b...          SET     266     0.026923    0.0031789     0.053791      0.30836 GO_mf:go_cytokine_receptor_binding
GO_mf:go_phosphatase_regulat...          SET      89   -0.0011332  -7.7764e-05      0.08732      0.50518 GO_mf:go_phosphatase_regulator_activity
GO_mf:go_oxidoreductase_acti...33        SET      26     -0.18466   -0.0068606      0.15778      0.87906 GO_mf:go_oxidoreductase_activity_acting_on_the_ch_nh_group_of_donors
GO_mf:go_tumor_necrosis_fact...3         SET      42     0.054013    0.0025494      0.12012      0.32648 GO_mf:go_tumor_necrosis_factor_receptor_superfamily_binding
GO_mf:go_core_promoter_seque...          SET      44     -0.16693   -0.0080639      0.14154      0.88087 GO_mf:go_core_promoter_sequence_specific_dna_binding
GO_mf:go_histone_kinase_acti...          SET      17     0.054648    0.0016421      0.22056      0.40216 GO_mf:go_histone_kinase_activity
GO_mf:go_armadillo_repeat_do...          SET      10     -0.45411    -0.010468      0.23389      0.97389 GO_mf:go_armadillo_repeat_domain_binding
GO_mf:go_cation_channel_acti...          SET     303      0.04827    0.0060768      0.05118      0.17281 GO_mf:go_cation_channel_activity
GO_mf:go_rab_guanyl_nucleoti...          SET      38      0.14765    0.0066295      0.12938      0.12691 GO_mf:go_rab_guanyl_nucleotide_exchange_factor_activity
GO_mf:go_growth_factor_bindi...          SET     136    -0.030671   -0.0025986     0.074504      0.65971 GO_mf:go_growth_factor_binding
GO_mf:go_calcium_channel_reg...          SET      45      0.16744    0.0081799      0.12113     0.083444 GO_mf:go_calcium_channel_regulator_activity
GO_mf:go_thioesterase_binding            SET      10       0.2212    0.0050988      0.21147      0.14779 GO_mf:go_thioesterase_binding
GO_mf:go_inositol_trisphosph...2         SET       6    0.0054797   9.7851e-05      0.29867      0.49268 GO_mf:go_inositol_trisphosphate_phosphatase_activity
GO_mf:go_transferase_activit...10        SET     863    -0.067392      -0.0141     0.028499      0.99097 GO_mf:go_transferase_activity_transferring_phosphorus_containing_groups
GO_mf:go_hydrolase_activity_...8         SET      11     -0.12652   -0.0030586      0.28847      0.66952 GO_mf:go_hydrolase_activity_acting_on_ether_bonds
GO_mf:go_acyl_coa_dehydrogen...          SET      11      0.11098     0.002683      0.19756      0.28714 GO_mf:go_acyl_coa_dehydrogenase_activity
GO_mf:go_ligase_activity                 SET     142    -0.059089   -0.0051146     0.065298      0.81724 GO_mf:go_ligase_activity
GO_mf:go_hexosaminidase_acti...          SET      15      0.27956    0.0078914      0.20299     0.084233 GO_mf:go_hexosaminidase_activity
GO_mf:go_mrna_3_utr_binding              SET      70     0.064714    0.0039404     0.089617      0.23512 GO_mf:go_mrna_3_utr_binding
GO_mf:go_phosphatidylinosito...14        SET      27   -0.0080243   -0.0003038      0.16548      0.51934 GO_mf:go_phosphatidylinositol_4_phosphate_binding
GO_mf:go_cysteine_type_endop...3         SET      14      0.44761     0.012207      0.23057     0.026119 GO_mf:go_cysteine_type_endopeptidase_activity_involved_in_apoptotic_process
GO_mf:go_sodium_channel_acti...          SET      39    -0.084255   -0.0038325      0.14355      0.72138 GO_mf:go_sodium_channel_activity
GO_mf:go_coenzyme_binding                SET     274     0.066366    0.0079513     0.049062     0.088088 GO_mf:go_coenzyme_binding
GO_mf:go_snorna_binding                  SET      25        0.145    0.0052828      0.14699      0.16196 GO_mf:go_snorna_binding
GO_mf:go_sodium_ion_transmem...          SET     144     0.063644    0.0055473     0.074057      0.19507 GO_mf:go_sodium_ion_transmembrane_transporter_activity
GO_mf:go_nucleotidyltransfer...          SET     124    -0.080425   -0.0065084     0.072378      0.86675 GO_mf:go_nucleotidyltransferase_activity
GO_mf:go_calcium_dependent_p...2         SET      49     0.065089    0.0033178      0.12846       0.3062 GO_mf:go_calcium_dependent_phospholipid_binding
GO_mf:go_cysteine_type_endop...7         SET      35     -0.17462   -0.0075254      0.14225      0.89019 GO_mf:go_cysteine_type_endopeptidase_regulator_activity_involved_in_apoptotic_process
GO_mf:go_histone_methyltrans...1         SET      56     0.080787    0.0044014      0.10817      0.22758 GO_mf:go_histone_methyltransferase_activity
GO_mf:go_protein_tyrosine_ki...1         SET      18    -0.031141  -0.00096288      0.18529      0.56674 GO_mf:go_protein_tyrosine_kinase_activator_activity
GO_mf:go_single_stranded_dna...4         SET      10     0.056847    0.0013104      0.30849       0.4269 GO_mf:go_single_stranded_dna_endodeoxyribonuclease_activity
GO_mf:go_peptidyltransferase...          SET       3      0.48601    0.0061373      0.46237       0.1466 GO_mf:go_peptidyltransferase_activity
GO_mf:go_l_ornithine_transme...          SET       4     -0.27952   -0.0040758      0.48634      0.71727 GO_mf:go_l_ornithine_transmembrane_transporter_activity
GO_mf:go_sulfur_amino_acid_t...          SET       7      -0.6811    -0.013137      0.27747      0.99295 GO_mf:go_sulfur_amino_acid_transmembrane_transporter_activity
GO_mf:go_succinate_dehydroge...          SET       6     -0.84383    -0.015068      0.34032      0.99342 GO_mf:go_succinate_dehydrogenase_activity
GO_mf:go_rdna_binding                    SET       9    -0.045923   -0.0010043      0.35259      0.55181 GO_mf:go_rdna_binding
GO_mf:go_3_keto_sterol_reduc...          SET       5     -0.47104   -0.0076787      0.41283      0.87305 GO_mf:go_3_keto_sterol_reductase_activity
GO_mf:go_peroxisome_targetin...          SET       5     -0.98766    -0.016101      0.33751      0.99828 GO_mf:go_peroxisome_targeting_sequence_binding
GO_mf:go_rna_7_methylguanosi...          SET      11     -0.15799   -0.0038194      0.22496      0.75874 GO_mf:go_rna_7_methylguanosine_cap_binding
GO_mf:go_y_form_dna_binding              SET       5     -0.44589   -0.0072688      0.40804      0.86274 GO_mf:go_y_form_dna_binding
GO_mf:go_bubble_dna_binding              SET       8     0.086256    0.0017785      0.32551      0.39551 GO_mf:go_bubble_dna_binding
GO_mf:go_oxidized_base_lesio...          SET       5      0.16758    0.0027318      0.38035      0.32976 GO_mf:go_oxidized_base_lesion_dna_n_glycosylase_activity
GO_mf:go_adenyl_nucleotide_e...          SET       9      0.26964    0.0058967      0.24775      0.13823 GO_mf:go_adenyl_nucleotide_exchange_factor_activity
GO_mf:go_inositol_hexakispho...          SET       5     -0.72192    -0.011768      0.28424      0.99445 GO_mf:go_inositol_hexakisphosphate_kinase_activity
GO_mf:go_translation_repress...2         SET      14    -0.022126  -0.00060341      0.24672      0.53573 GO_mf:go_translation_repressor_activity_mrna_regulatory_element_binding
GO_mf:go_proximal_promoter_s...          SET     511     0.015215    0.0024735     0.038884      0.34779 GO_mf:go_proximal_promoter_sequence_specific_dna_binding
GO_mf:go_rna_polymerase_iii_...2         SET       7     -0.46369   -0.0089434      0.32952       0.9203 GO_mf:go_rna_polymerase_iii_general_transcription_initiation_factor_activity
GO_mf:go_rna_polymerase_i_re...          SET       8     -0.12775    -0.002634      0.32536      0.65271 GO_mf:go_rna_polymerase_i_regulatory_region_dna_binding
GO_mf:go_rna_polymerase_iii_...3         SET      11     -0.07158   -0.0017305      0.32665      0.58673 GO_mf:go_rna_polymerase_iii_regulatory_region_dna_binding
GO_mf:go_rna_polymerase_iii_...4         SET       5     -0.52051   -0.0084853      0.52996      0.83698 GO_mf:go_rna_polymerase_iii_type_1_promoter_dna_binding
GO_mf:go_rna_polymerase_iii_...5         SET       5     -0.67734    -0.011042      0.53564      0.89697 GO_mf:go_rna_polymerase_iii_type_3_promoter_dna_binding
GO_mf:go_rna_polymerase_i_co...          SET       5      0.44524    0.0072582      0.30654     0.073195 GO_mf:go_rna_polymerase_i_core_binding
GO_mf:go_rna_polymerase_i_ac...          SET      11      0.15526    0.0037535      0.21394      0.23401 GO_mf:go_rna_polymerase_i_activity
GO_mf:go_rna_polymerase_ii_a...2         SET       9     -0.68917    -0.015071      0.24348      0.99767 GO_mf:go_rna_polymerase_ii_activity
GO_mf:go_rna_polymerase_iii_...1         SET      15     -0.14087   -0.0039765       0.1997      0.75972 GO_mf:go_rna_polymerase_iii_activity
GO_mf:go_rna_polymerase_ii_g...2         SET      19      0.17233    0.0054742      0.19191      0.18461 GO_mf:go_rna_polymerase_ii_general_transcription_initiation_factor_binding
GO_mf:go_tfiid_class_transcr...          SET      11       0.1639    0.0039623      0.22872      0.23682 GO_mf:go_tfiid_class_transcription_factor_complex_binding
GO_mf:go_transcription_regul...          SET       6     -0.36798    -0.006571      0.45394      0.79121 GO_mf:go_transcription_regulator_recruiting_activity
GO_mf:go_rna_polymerase_ii_i...          SET      10      0.39206    0.0090373      0.28178      0.08207 GO_mf:go_rna_polymerase_ii_intronic_transcription_regulatory_region_sequence_specific_dna_binding
GO_mf:go_dna_binding_transcr...1         SET     397     0.044101    0.0063389     0.044514      0.16092 GO_mf:go_dna_binding_transcription_activator_activity
GO_mf:go_transcription_corep...2         SET      15     0.045309     0.001279      0.20317      0.41177 GO_mf:go_transcription_corepressor_binding
GO_mf:go_dna_binding_transcr...4         SET     223    -0.045769   -0.0049538     0.056347      0.79167 GO_mf:go_dna_binding_transcription_repressor_activity_rna_polymerase_ii_specific
GO_mf:go_n_acetylglucosamine...          SET       6     -0.26586   -0.0047475      0.30124      0.81125 GO_mf:go_n_acetylglucosamine_6_o_sulfotransferase_activity
GO_mf:go_n_acetylgalactosami...          SET       5     -0.55769   -0.0090914      0.47205      0.88128 GO_mf:go_n_acetylgalactosamine_4_o_sulfotransferase_activity
GO_mf:go_amyloid_beta_binding            SET      73  -0.00044415  -2.7616e-05      0.10394       0.5017 GO_mf:go_amyloid_beta_binding
GO_mf:go_dopamine_neurotrans...2         SET       7      -0.2197   -0.0042374      0.35844      0.73003 GO_mf:go_dopamine_neurotransmitter_receptor_activity_coupled_via_gi_go
GO_mf:go_trace_amine_recepto...          SET       5      0.29031    0.0047325      0.50183      0.28147 GO_mf:go_trace_amine_receptor_activity
GO_mf:go_g_protein_coupled_n...2         SET      10     -0.33189   -0.0076505      0.31858      0.85124 GO_mf:go_g_protein_coupled_nucleotide_receptor_activity
GO_mf:go_g_protein_coupled_a...2         SET       6     0.052574   0.00093882      0.40683      0.44859 GO_mf:go_g_protein_coupled_adenosine_receptor_activity
GO_mf:go_alpha_n_acetylgalac...          SET       5      -1.0194    -0.016618      0.44526      0.98897 GO_mf:go_alpha_n_acetylgalactosaminide_alpha_2_6_sialyltransferase_activity
GO_mf:go_lipid_kinase_activi...          SET       5      0.42978    0.0070061      0.42038      0.15332 GO_mf:go_lipid_kinase_activity
GO_mf:go_retinal_dehydrogena...          SET       8     -0.29323   -0.0060459      0.34109      0.80501 GO_mf:go_retinal_dehydrogenase_activity
GO_mf:go_phosphotyrosine_res...          SET      40     0.008212   0.00037829       0.1348      0.47571 GO_mf:go_phosphotyrosine_residue_binding
GO_mf:go_complement_componen...1         SET       8    -0.014966  -0.00030857      0.29517      0.52022 GO_mf:go_complement_component_c1q_binding
GO_mf:go_complement_componen...2         SET       4     -0.66876   -0.0097513      0.46591       0.9244 GO_mf:go_complement_component_c3b_binding
GO_mf:go_lipopolysaccharide_...2         SET       5      -0.1557   -0.0025381      0.32624       0.6834 GO_mf:go_lipopolysaccharide_receptor_activity
GO_mf:go_nucleobase_binding              SET       5      0.27014    0.0044037      0.39435      0.24667 GO_mf:go_nucleobase_binding
GO_mf:go_g_quadruplex_rna_bi...          SET       5     0.014882    0.0002426      0.30749       0.4807 GO_mf:go_g_quadruplex_rna_binding
GO_mf:go_dystroglycan_binding            SET       9      0.42366    0.0092649      0.27194     0.059635 GO_mf:go_dystroglycan_binding
GO_mf:go_at_dna_binding                  SET       9     -0.18108   -0.0039601      0.25038      0.76522 GO_mf:go_at_dna_binding
GO_mf:go_dna_replication_ori...          SET      16     -0.17552   -0.0051169      0.17512      0.84189 GO_mf:go_dna_replication_origin_binding
GO_mf:go_dna_clamp_loader_ac...          SET       8      0.53971     0.011128      0.24839     0.014903 GO_mf:go_dna_clamp_loader_activity
GO_mf:go_double_stranded_tel...          SET       9    -0.016064   -0.0003513      0.31981      0.52003 GO_mf:go_double_stranded_telomeric_dna_binding
GO_mf:go_satellite_dna_bindi...          SET       8      0.52665     0.010859      0.34533     0.063632 GO_mf:go_satellite_dna_binding
GO_mf:go_dna_binding_transcr...2         SET    1606    -0.027034   -0.0075546     0.023412      0.87589 GO_mf:go_dna_binding_transcription_factor_activity
GO_mf:go_transcription_coreg...          SET     529    -0.036279   -0.0059978     0.036272      0.84138 GO_mf:go_transcription_coregulator_activity
GO_mf:go_telomerase_activity             SET       5      0.58846    0.0095929       0.4253     0.083246 GO_mf:go_telomerase_activity
GO_mf:go_double_stranded_rna...1         SET       6     -0.27226   -0.0048618      0.28646      0.82905 GO_mf:go_double_stranded_rna_adenosine_deaminase_activity
GO_mf:go_protein_disulfide_i...          SET      17     -0.18426   -0.0055369      0.20106      0.82028 GO_mf:go_protein_disulfide_isomerase_activity
GO_mf:go_protein_glutamine_g...          SET       9     -0.15927   -0.0034831      0.31083      0.69582 GO_mf:go_protein_glutamine_gamma_glutamyltransferase_activity
GO_mf:go_alpha_n_acetylneura...          SET       5      0.17627    0.0028735      0.45259      0.34847 GO_mf:go_alpha_n_acetylneuraminate_alpha_2_8_sialyltransferase_activity
GO_mf:go_beta_n_acetylglucos...          SET       5    -0.078763    -0.001284      0.33362      0.59332 GO_mf:go_beta_n_acetylglucosaminylglycopeptide_beta_1_4_galactosyltransferase_activity
