# MEAN_SAMPLE_SIZE = 64163
# TOTAL_GENES = 18811
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_mf:go_lipase_activity                 SET     123    -0.053036   -0.0042747     0.081671      0.74195 GO_mf:go_lipase_activity
GO_mf:go_phosphatidylinosito...2         SET      24     0.075195    0.0026842      0.16683       0.3261 GO_mf:go_phosphatidylinositol_3_4_bisphosphate_binding
GO_mf:go_actin_dependent_atp...          SET      12     -0.25028   -0.0063196      0.28703      0.80838 GO_mf:go_actin_dependent_atpase_activity
GO_mf:go_protein_serine_thre...2         SET     414     -0.02894    -0.004246     0.041631      0.75652 GO_mf:go_protein_serine_threonine_kinase_activity
GO_mf:go_methyl_cpg_binding              SET      18      0.47026      0.01454       0.2103     0.012677 GO_mf:go_methyl_cpg_binding
GO_mf:go_translation_regulat...2         SET      97     0.099726     0.007143     0.082864       0.1144 GO_mf:go_translation_regulator_activity_nucleic_acid_binding
GO_mf:go_actin_monomer_bindi...          SET      24      0.15157    0.0054105      0.18192      0.20238 GO_mf:go_actin_monomer_binding
GO_mf:go_repressing_transcri...          SET      69    -0.043189    -0.002611      0.10521      0.65927 GO_mf:go_repressing_transcription_factor_binding
GO_mf:go_polyol_transmembran...          SET      10     0.072818    0.0016785      0.32794      0.41214 GO_mf:go_polyol_transmembrane_transporter_activity
GO_mf:go_chromatin_binding               SET     493     0.080172     0.012808     0.038328     0.018237 GO_mf:go_chromatin_binding
GO_mf:go_myosin_binding                  SET      63    -0.025633    -0.001481      0.10175      0.59944 GO_mf:go_myosin_binding
GO_mf:go_hydrolase_activity_...5         SET      70     0.040947    0.0024932      0.10079      0.34228 GO_mf:go_hydrolase_activity_acting_on_carbon_nitrogen_but_not_peptide_bonds_in_linear_amides
GO_mf:go_chemorepellent_acti...          SET      26      0.13251     0.004923      0.16851      0.21584 GO_mf:go_chemorepellent_activity
GO_mf:go_map_kinase_kinase_a...          SET      15      0.29229    0.0082508      0.21873     0.090728 GO_mf:go_map_kinase_kinase_activity
GO_mf:go_antigen_binding                 SET      53    -0.018955   -0.0010047      0.12758      0.55905 GO_mf:go_antigen_binding
GO_mf:go_protein_domain_spec...          SET     655    -0.026987   -0.0049475     0.033734      0.78814 GO_mf:go_protein_domain_specific_binding
GO_mf:go_sodium_channel_regu...          SET      33     0.094502    0.0039548       0.1593      0.27652 GO_mf:go_sodium_channel_regulator_activity
GO_mf:go_poly_a_specific_rib...          SET      13     -0.30227   -0.0079438      0.20627      0.92859 GO_mf:go_poly_a_specific_ribonuclease_activity
GO_mf:go_oxidoreductase_acti...24        SET      43     -0.10368   -0.0049517      0.13393      0.78058 GO_mf:go_oxidoreductase_activity_acting_on_the_aldehyde_or_oxo_group_of_donors
GO_mf:go_double_stranded_rna...2         SET      69    -0.012421  -0.00075093      0.10119      0.54885 GO_mf:go_double_stranded_rna_binding
GO_mf:go_mhc_protein_binding             SET      31     0.078167    0.0031707      0.16016      0.31276 GO_mf:go_mhc_protein_binding
GO_mf:go_potassium_channel_a...          SET     118     0.061642    0.0048669      0.08696      0.23922 GO_mf:go_potassium_channel_activity
GO_mf:go_fatty_acid_ligase_a...          SET      20     -0.27657   -0.0090136       0.2122      0.90377 GO_mf:go_fatty_acid_ligase_activity
GO_mf:go_apolipoprotein_bind...          SET      17     -0.20035   -0.0060205      0.20712      0.83331 GO_mf:go_apolipoprotein_binding
GO_mf:go_lipid_binding                   SET     690     0.022627    0.0042535     0.033371      0.24887 GO_mf:go_lipid_binding
GO_mf:go_histone_acetyltrans...2         SET      27      0.21194     0.008024       0.1572     0.088807 GO_mf:go_histone_acetyltransferase_binding
GO_mf:go_structural_constitu...1         SET      94     -0.24159    -0.017036     0.092488       0.9955 GO_mf:go_structural_constituent_of_cytoskeleton
GO_mf:go_igg_binding                     SET       8     -0.66237    -0.013657      0.41751      0.94367 GO_mf:go_igg_binding
GO_mf:go_2_iron_2_sulfur_clu...          SET      21      0.26013     0.008687      0.19989     0.096574 GO_mf:go_2_iron_2_sulfur_cluster_binding
GO_mf:go_alpha_actinin_bindi...          SET      31     0.090625     0.003676      0.16572      0.29224 GO_mf:go_alpha_actinin_binding
GO_mf:go_oxidoreductase_acti...3         SET      56      0.05215    0.0028412       0.1106      0.31863 GO_mf:go_oxidoreductase_activity_acting_on_a_sulfur_group_of_donors
GO_mf:go_deacetylase_activity            SET      41       0.2862     0.013347      0.13826      0.01923 GO_mf:go_deacetylase_activity
GO_mf:go_tumor_necrosis_fact...2         SET      29    -0.075014   -0.0029432      0.14901      0.69266 GO_mf:go_tumor_necrosis_factor_receptor_binding
GO_mf:go_flavin_adenine_dinu...          SET      75      0.12002    0.0075636     0.098002      0.11036 GO_mf:go_flavin_adenine_dinucleotide_binding
GO_mf:go_transferase_activit...8         SET     211     -0.01435   -0.0015112     0.055641      0.60175 GO_mf:go_transferase_activity_transferring_one_carbon_groups
GO_mf:go_protein_n_terminus_...          SET     104    0.0095963   0.00071158      0.07942      0.45191 GO_mf:go_protein_n_terminus_binding
GO_mf:go_angiotensin_recepto...          SET       8     -0.33953   -0.0070006      0.30006      0.87108 GO_mf:go_angiotensin_receptor_binding
GO_mf:go_inward_rectifier_po...          SET      19    -0.092542   -0.0029397      0.19518       0.6823 GO_mf:go_inward_rectifier_potassium_channel_activity
GO_mf:go_glucosyltransferase...          SET      17      0.11197    0.0033647      0.19212      0.28001 GO_mf:go_glucosyltransferase_activity
GO_mf:go_ribonuclease_p_acti...          SET      12      0.36207    0.0091421      0.22547     0.054169 GO_mf:go_ribonuclease_p_activity
GO_mf:go_p53_binding                     SET      62    0.0055666   0.00031906      0.10485      0.47883 GO_mf:go_p53_binding
GO_mf:go_proton_transporting...1         SET      16     0.054358    0.0015847      0.19323      0.38924 GO_mf:go_proton_transporting_atp_synthase_activity_rotational_mechanism
GO_mf:go_peptide_receptor_ac...          SET     140    -0.027415   -0.0023563     0.079757      0.63447 GO_mf:go_peptide_receptor_activity
GO_mf:go_symporter_activity              SET     140    -0.024771    -0.002129     0.076656       0.6267 GO_mf:go_symporter_activity
GO_mf:go_frizzled_binding                SET      37     0.033521    0.0014852      0.13229      0.39999 GO_mf:go_frizzled_binding
GO_mf:go_endoribonuclease_ac...1         SET      60     0.059975    0.0033819      0.11056      0.29376 GO_mf:go_endoribonuclease_activity
GO_mf:go_neurotrophin_recept...          SET       9    -0.053093   -0.0011611      0.25881      0.58127 GO_mf:go_neurotrophin_receptor_binding
GO_mf:go_ubiquitin_like_prot...6         SET      92    -0.071394   -0.0049807      0.08316      0.80469 GO_mf:go_ubiquitin_like_protein_specific_protease_activity
GO_mf:go_phospholipid_binding            SET     398    -0.014557   -0.0020949     0.043894      0.62991 GO_mf:go_phospholipid_binding
GO_mf:go_c_acyltransferase_a...          SET      20     -0.24897   -0.0081141      0.20051      0.89282 GO_mf:go_c_acyltransferase_activity
GO_mf:go_intramolecular_oxid...1         SET      45    -0.099114    -0.004842      0.12401      0.78792 GO_mf:go_intramolecular_oxidoreductase_activity
GO_mf:go_g_protein_coupled_c...          SET      25       0.1664    0.0060624      0.18384      0.18271 GO_mf:go_g_protein_coupled_chemoattractant_receptor_activity
GO_mf:go_sequence_specific_d...1         SET    1050     0.080059      0.01838     0.028465    0.0024605 GO_mf:go_sequence_specific_dna_binding
GO_mf:go_gtp_dependent_prote...          SET      22      0.11573    0.0039557      0.17457      0.25368 GO_mf:go_gtp_dependent_protein_binding
GO_mf:go_transcription_corep...1         SET     228    -0.034994   -0.0038293     0.057694      0.72792 GO_mf:go_transcription_corepressor_activity
GO_mf:go_death_receptor_acti...          SET      10     -0.65115     -0.01501      0.27653      0.99073 GO_mf:go_death_receptor_activity
GO_mf:go_ribonuclease_activi...          SET     106     0.058125    0.0043511     0.081286      0.23729 GO_mf:go_ribonuclease_activity
GO_mf:go_misfolded_protein_b...          SET      21      0.22254    0.0074315      0.17357     0.099909 GO_mf:go_misfolded_protein_binding
GO_mf:go_laminin_binding                 SET      29     -0.13183   -0.0051722      0.15134      0.80813 GO_mf:go_laminin_binding
GO_mf:go_glutamate_receptor_...2         SET      46    -0.056095   -0.0027706      0.12875      0.66846 GO_mf:go_glutamate_receptor_binding
GO_mf:go_cytokine_receptor_a...          SET      87     0.070794    0.0048034      0.10157      0.24291 GO_mf:go_cytokine_receptor_activity
GO_mf:go_acid_phosphatase_ac...          SET       8      -0.4506   -0.0092908       0.3133      0.92481 GO_mf:go_acid_phosphatase_activity
GO_mf:go_endopeptidase_activ...2         SET     386      -0.1013    -0.014362      0.04606      0.98606 GO_mf:go_endopeptidase_activity
GO_mf:go_oxidoreductase_acti...18        SET      29    0.0092368    0.0003624      0.19078      0.48069 GO_mf:go_oxidoreductase_activity_acting_on_paired_donors_with_incorporation_or_reduction_of_molecular_oxygen_reduced_flavin_or_flavoprotein_as_one_donor_and_incorporation_of_one_atom_of_oxygen
GO_mf:go_arylsulfatase_activ...          SET       8     -0.15633   -0.0032233      0.34114      0.67661 GO_mf:go_arylsulfatase_activity
GO_mf:go_notch_binding                   SET      21    -0.061763   -0.0020625       0.2153      0.61289 GO_mf:go_notch_binding
GO_mf:go_deaminase_activity              SET      32      0.10015    0.0041272      0.17106      0.27912 GO_mf:go_deaminase_activity
GO_mf:go_thyroid_hormone_rec...          SET      27     -0.16667   -0.0063099       0.1567      0.85624 GO_mf:go_thyroid_hormone_receptor_binding
GO_mf:go_metalloaminopeptida...          SET      21      0.27473    0.0091745      0.20253     0.087478 GO_mf:go_metalloaminopeptidase_activity
GO_mf:go_gap_junction_channe...          SET      13     -0.35798   -0.0094076      0.26728      0.90976 GO_mf:go_gap_junction_channel_activity
GO_mf:go_dopamine_receptor_b...          SET      16     0.055224    0.0016099       0.1932      0.38751 GO_mf:go_dopamine_receptor_binding
GO_mf:go_neuropeptide_binding            SET      23     -0.24916   -0.0087074      0.19718      0.89681 GO_mf:go_neuropeptide_binding
GO_mf:go_high_voltage_gated_...          SET       9      0.77343     0.016914      0.32818    0.0092241 GO_mf:go_high_voltage_gated_calcium_channel_activity
GO_mf:go_gamma_catenin_bindi...          SET      11     -0.50347    -0.012172      0.26275      0.97232 GO_mf:go_gamma_catenin_binding
GO_mf:go_calcium_dependent_c...          SET      16     -0.12601   -0.0036736      0.22744      0.71022 GO_mf:go_calcium_dependent_cysteine_type_endopeptidase_activity
GO_mf:go_tbp_class_protein_b...          SET      21     -0.15006   -0.0050113      0.19536      0.77879 GO_mf:go_tbp_class_protein_binding
GO_mf:go_oxidoreductase_acti...13        SET      54     0.033481    0.0017913      0.12151      0.39145 GO_mf:go_oxidoreductase_activity_acting_on_nad_p_h_quinone_or_similar_compound_as_acceptor
GO_mf:go_tau_protein_kinase_...          SET      22     -0.19719   -0.0067398        0.161      0.88966 GO_mf:go_tau_protein_kinase_activity
GO_mf:go_ribosome_binding                SET      54      0.05722    0.0030615      0.10964      0.30088 GO_mf:go_ribosome_binding
GO_mf:go_transcription_coact...1         SET     303      0.10716     0.013491     0.048594     0.013725 GO_mf:go_transcription_coactivator_activity
GO_mf:go_receptor_regulator_...          SET     484    -0.098317    -0.015567     0.041235      0.99144 GO_mf:go_receptor_regulator_activity
GO_mf:go_lysine_n_methyltran...          SET      58     0.032507    0.0018023      0.11558      0.38926 GO_mf:go_lysine_n_methyltransferase_activity
GO_mf:go_sodium_ion_binding              SET       8     0.059362     0.001224      0.31031      0.42415 GO_mf:go_sodium_ion_binding
GO_mf:go_oxidoreductase_acti...1         SET     688    0.0076011    0.0014269     0.033677      0.41072 GO_mf:go_oxidoreductase_activity
GO_mf:go_monosaccharide_bind...          SET      74      0.18493     0.011576      0.10591     0.040408 GO_mf:go_monosaccharide_binding
GO_mf:go_ephrin_receptor_act...          SET      20      0.40359     0.013153      0.22422     0.035943 GO_mf:go_ephrin_receptor_activity
GO_mf:go_atpase_activity                 SET     422    -0.010912   -0.0016159     0.041543      0.60359 GO_mf:go_atpase_activity
GO_mf:go_gtpase_binding                  SET     495    -0.038825   -0.0062149     0.037899      0.84718 GO_mf:go_gtpase_binding
GO_mf:go_pre_mrna_binding                SET      32      0.15632    0.0064422       0.1233      0.10244 GO_mf:go_pre_mrna_binding
GO_mf:go_transmembrane_recep...3         SET      17     0.071067    0.0021355      0.22218      0.37454 GO_mf:go_transmembrane_receptor_protein_serine_threonine_kinase_activity
GO_mf:go_g_protein_coupled_r...2         SET     253    -0.091584     -0.01055     0.056826      0.94647 GO_mf:go_g_protein_coupled_receptor_binding
GO_mf:go_ligase_activity_for...3         SET      41     0.061096    0.0028493      0.11503      0.29766 GO_mf:go_ligase_activity_forming_carbon_oxygen_bonds
GO_mf:go_carbon_oxygen_lyase...          SET      68    -0.028321   -0.0016997      0.10167      0.60971 GO_mf:go_carbon_oxygen_lyase_activity
GO_mf:go_adenyl_nucleotide_b...          SET    1463     -0.03457   -0.0092587     0.023055      0.93311 GO_mf:go_adenyl_nucleotide_binding
GO_mf:go_solute_sodium_sympo...          SET      71     -0.14529   -0.0089091       0.1087      0.90931 GO_mf:go_solute_sodium_symporter_activity
GO_mf:go_phosphatidate_phosp...          SET      13     -0.21264   -0.0055883      0.22284      0.83001 GO_mf:go_phosphatidate_phosphatase_activity
GO_mf:go_transferase_activit...9         SET      46     0.085348    0.0042155      0.12053      0.23944 GO_mf:go_transferase_activity_transferring_pentosyl_groups
GO_mf:go_neurotransmitter_tr...          SET      48   -0.0027685  -0.00013967      0.13742      0.50804 GO_mf:go_neurotransmitter_transporter_activity
GO_mf:go_trna_methyltransfer...          SET      32     -0.16899   -0.0069644      0.13026      0.90274 GO_mf:go_trna_methyltransferase_activity
GO_mf:go_histone_methyltrans...4         SET      16     0.022723   0.00066243      0.20907      0.45673 GO_mf:go_histone_methyltransferase_activity_h3_k4_specific_
GO_mf:go_cell_adhesion_molec...          SET     472    0.0039479   0.00061748     0.040765      0.46143 GO_mf:go_cell_adhesion_molecule_binding
GO_mf:go_receptor_inhibitor_...          SET      38     -0.15295   -0.0068676      0.14642      0.85189 GO_mf:go_receptor_inhibitor_activity
GO_mf:go_cadherin_binding                SET     317     0.053603    0.0068997     0.049663      0.14023 GO_mf:go_cadherin_binding
GO_mf:go_semaphorin_receptor...2         SET      22      0.10405    0.0035565      0.18162      0.28336 GO_mf:go_semaphorin_receptor_binding
GO_mf:go_metalloendopeptidas...2         SET      14      0.20911    0.0057028       0.2752      0.22367 GO_mf:go_metalloendopeptidase_inhibitor_activity
GO_mf:go_ephrin_receptor_bin...          SET      27      0.41893     0.015861       0.1802     0.010048 GO_mf:go_ephrin_receptor_binding
GO_mf:go_chloride_channel_re...          SET      15     0.088998    0.0025122      0.19378      0.32302 GO_mf:go_chloride_channel_regulator_activity
GO_mf:go_opsonin_binding                 SET      14      0.22992    0.0062703      0.23995      0.16899 GO_mf:go_opsonin_binding
GO_mf:go_dna_helicase_activi...          SET      47    -0.044889   -0.0022411      0.12064      0.64508 GO_mf:go_dna_helicase_activity
GO_mf:go_ammonium_ion_binding            SET      66     0.063214    0.0037379       0.1034      0.27048 GO_mf:go_ammonium_ion_binding
GO_mf:go_rna_polymerase_ii_t...          SET      50      0.18622    0.0095885      0.12701     0.071303 GO_mf:go_rna_polymerase_ii_transcription_factor_binding
GO_mf:go_exonuclease_activit...          SET      53    -0.044025   -0.0023336       0.1118      0.65312 GO_mf:go_exonuclease_activity_active_with_either_ribo_or_deoxyribonucleic_acids_and_producing_5_phosphomonoesters
GO_mf:go_aspartic_type_pepti...          SET      24     -0.42882    -0.015307      0.17067        0.994 GO_mf:go_aspartic_type_peptidase_activity
GO_mf:go_rna_polymerase_acti...          SET      42    -0.052817    -0.002493      0.11785      0.67298 GO_mf:go_rna_polymerase_activity
GO_mf:go_protein_phosphatase...2         SET      30   -0.0092283  -0.00036825       0.1478      0.52489 GO_mf:go_protein_phosphatase_2a_binding
GO_mf:go_monocarboxylic_acid...1         SET      65     0.083657    0.0049092      0.10864      0.22065 GO_mf:go_monocarboxylic_acid_binding
GO_mf:go_isomerase_activity              SET     138    -0.050672   -0.0043242     0.070733      0.76312 GO_mf:go_isomerase_activity
GO_mf:go_hydrolase_activity_...2         SET     125     0.028209    0.0022919     0.076345      0.35588 GO_mf:go_hydrolase_activity_acting_on_carbon_nitrogen_but_not_peptide_bonds
GO_mf:go_platelet_derived_gr...2         SET      15    -0.056648   -0.0015991      0.25768        0.587 GO_mf:go_platelet_derived_growth_factor_receptor_binding
GO_mf:go_dna_polymerase_bind...          SET      17     0.069036    0.0020745      0.21109      0.37182 GO_mf:go_dna_polymerase_binding
GO_mf:go_nucleobase_containi...1         SET      41    -0.090469   -0.0042191      0.12598      0.76366 GO_mf:go_nucleobase_containing_compound_kinase_activity
GO_mf:go_transporter_activity            SET    1174  -0.00040798  -9.8694e-05     0.026183      0.50622 GO_mf:go_transporter_activity
GO_mf:go_voltage_gated_calci...1         SET      45      0.36678     0.017918      0.14242    0.0050119 GO_mf:go_voltage_gated_calcium_channel_activity
GO_mf:go_cytokine_activity               SET     209     -0.12721    -0.013334     0.066234       0.9726 GO_mf:go_cytokine_activity
GO_mf:go_exodeoxyribonucleas...          SET      23    -0.064838   -0.0022659      0.18605      0.63626 GO_mf:go_exodeoxyribonuclease_activity
GO_mf:go_4_iron_4_sulfur_clu...          SET      39     0.095302     0.004335      0.13695      0.24325 GO_mf:go_4_iron_4_sulfur_cluster_binding
GO_mf:go_oxidoreductase_acti...16        SET      39    -0.033744   -0.0015349      0.15771      0.58471 GO_mf:go_oxidoreductase_activity_acting_on_paired_donors_with_incorporation_or_reduction_of_molecular_oxygen_nad_p_h_as_one_donor_and_incorporation_of_one_atom_of_oxygen
GO_mf:go_phospholipase_activ...2         SET      98    -0.085328   -0.0061429     0.090718      0.82653 GO_mf:go_phospholipase_activity
GO_mf:go_arachidonic_acid_mo...          SET      15     -0.38596    -0.010895      0.27065      0.92306 GO_mf:go_arachidonic_acid_monooxygenase_activity
GO_mf:go_n_acetyltransferase...          SET      77      0.09182    0.0058627     0.098772      0.17629 GO_mf:go_n_acetyltransferase_activity
GO_mf:go_hydrolase_activity_...11        SET      85      0.19881     0.013334     0.086372      0.01068 GO_mf:go_hydrolase_activity_hydrolyzing_o_glycosyl_compounds
GO_mf:go_intramolecular_oxid...2         SET       8     -0.55788    -0.011503      0.27397      0.97913 GO_mf:go_intramolecular_oxidoreductase_activity_interconverting_aldoses_and_ketoses
GO_mf:go_acid_thiol_ligase_a...          SET      29     -0.21698    -0.008513      0.16846      0.90112 GO_mf:go_acid_thiol_ligase_activity
GO_mf:go_structural_molecule...1         SET     760    -0.024855   -0.0048941     0.032769      0.77592 GO_mf:go_structural_molecule_activity
GO_mf:go_histone_deacetylase...1         SET       8      0.50411     0.010394      0.30717     0.050395 GO_mf:go_histone_deacetylase_activity_h3_k14_specific_
GO_mf:go_rna_binding                     SET    1533     0.014483    0.0039626     0.021362      0.24889 GO_mf:go_rna_binding
GO_mf:go_odorant_binding                 SET      80    -0.054815   -0.0035672      0.11627      0.68133 GO_mf:go_odorant_binding
GO_mf:go_cysteine_type_endop...5         SET      54    -0.047425   -0.0025374      0.13448      0.63782 GO_mf:go_cysteine_type_endopeptidase_inhibitor_activity
GO_mf:go_phosphatidylinosito...1         SET      34    0.0078587   0.00033381      0.15307      0.47953 GO_mf:go_phosphatidylinositol_3_4_5_trisphosphate_binding
GO_mf:go_rna_polymerase_ii_d...          SET      95      0.12795    0.0090704      0.09466     0.088241 GO_mf:go_rna_polymerase_ii_distal_enhancer_sequence_specific_dna_binding
GO_mf:go_cytokine_receptor_b...          SET     266    -0.072678   -0.0085814     0.055423      0.90512 GO_mf:go_cytokine_receptor_binding
GO_mf:go_phosphatase_regulat...          SET      89       -0.178    -0.012215     0.089963      0.97606 GO_mf:go_phosphatase_regulator_activity
GO_mf:go_oxidoreductase_acti...33        SET      26     0.048094    0.0017868      0.16258      0.38369 GO_mf:go_oxidoreductase_activity_acting_on_the_ch_nh_group_of_donors
GO_mf:go_tumor_necrosis_fact...3         SET      42     -0.06919   -0.0032658      0.12377      0.71192 GO_mf:go_tumor_necrosis_factor_receptor_superfamily_binding
GO_mf:go_core_promoter_seque...          SET      44      0.21576     0.010423      0.14583     0.069512 GO_mf:go_core_promoter_sequence_specific_dna_binding
GO_mf:go_histone_kinase_acti...          SET      17      -0.3606    -0.010836      0.22724      0.94372 GO_mf:go_histone_kinase_activity
GO_mf:go_armadillo_repeat_do...          SET      10     -0.49756    -0.011469        0.241      0.98051 GO_mf:go_armadillo_repeat_domain_binding
GO_mf:go_cation_channel_acti...          SET     303     0.090885     0.011442     0.052732     0.042405 GO_mf:go_cation_channel_activity
GO_mf:go_rab_guanyl_nucleoti...          SET      38    0.0019702   8.8464e-05      0.13332       0.4941 GO_mf:go_rab_guanyl_nucleotide_exchange_factor_activity
GO_mf:go_growth_factor_bindi...          SET     136      0.11527    0.0097658     0.076763      0.06661 GO_mf:go_growth_factor_binding
GO_mf:go_calcium_channel_reg...          SET      45      0.16147    0.0078884      0.12481     0.097883 GO_mf:go_calcium_channel_regulator_activity
GO_mf:go_thioesterase_binding            SET      10     -0.19008   -0.0043816       0.2179      0.80848 GO_mf:go_thioesterase_binding
GO_mf:go_inositol_trisphosph...2         SET       6    -0.018449  -0.00032944      0.30775       0.5239 GO_mf:go_inositol_trisphosphate_phosphatase_activity
GO_mf:go_transferase_activit...10        SET     863    0.0016102    0.0003369      0.02937      0.47814 GO_mf:go_transferase_activity_transferring_phosphorus_containing_groups
GO_mf:go_hydrolase_activity_...8         SET      11     -0.22157   -0.0053567      0.29723        0.772 GO_mf:go_hydrolase_activity_acting_on_ether_bonds
GO_mf:go_acyl_coa_dehydrogen...          SET      11    -0.034409  -0.00083184      0.20356      0.56711 GO_mf:go_acyl_coa_dehydrogenase_activity
GO_mf:go_ligase_activity                 SET     142     -0.10446   -0.0090421     0.067278      0.93974 GO_mf:go_ligase_activity
GO_mf:go_hexosaminidase_acti...          SET      15     0.098771    0.0027881      0.20917      0.31839 GO_mf:go_hexosaminidase_activity
GO_mf:go_mrna_3_utr_binding              SET      70      0.12571    0.0076544     0.092336       0.0867 GO_mf:go_mrna_3_utr_binding
GO_mf:go_phosphatidylinosito...14        SET      27     -0.12493   -0.0047298      0.17051      0.76812 GO_mf:go_phosphatidylinositol_4_phosphate_binding
GO_mf:go_cysteine_type_endop...3         SET      14    -0.030919   -0.0008432       0.2376      0.55177 GO_mf:go_cysteine_type_endopeptidase_activity_involved_in_apoptotic_process
GO_mf:go_sodium_channel_acti...          SET      39    -0.069138   -0.0031449      0.14791       0.6799 GO_mf:go_sodium_channel_activity
GO_mf:go_coenzyme_binding                SET     274     0.029922     0.003585     0.050555      0.27697 GO_mf:go_coenzyme_binding
GO_mf:go_snorna_binding                  SET      25     0.081249    0.0029601      0.15146      0.29583 GO_mf:go_snorna_binding
GO_mf:go_sodium_ion_transmem...          SET     144    -0.054766   -0.0047734     0.076308      0.76352 GO_mf:go_sodium_ion_transmembrane_transporter_activity
GO_mf:go_nucleotidyltransfer...          SET     124     0.033096    0.0026783      0.07458      0.32861 GO_mf:go_nucleotidyltransferase_activity
GO_mf:go_calcium_dependent_p...2         SET      49    -0.085722   -0.0043695      0.13237      0.74138 GO_mf:go_calcium_dependent_phospholipid_binding
GO_mf:go_cysteine_type_endop...7         SET      35      0.14933    0.0064353      0.14657      0.15416 GO_mf:go_cysteine_type_endopeptidase_regulator_activity_involved_in_apoptotic_process
GO_mf:go_histone_methyltrans...1         SET      56     0.039447    0.0021492      0.11146       0.3617 GO_mf:go_histone_methyltransferase_activity
GO_mf:go_protein_tyrosine_ki...1         SET      18      0.25475    0.0078769       0.1909     0.091036 GO_mf:go_protein_tyrosine_kinase_activator_activity
GO_mf:go_single_stranded_dna...4         SET      10     -0.10341   -0.0023837      0.31786      0.62753 GO_mf:go_single_stranded_dna_endodeoxyribonuclease_activity
GO_mf:go_peptidyltransferase...          SET       3     0.086785    0.0010959      0.47643      0.42773 GO_mf:go_peptidyltransferase_activity
GO_mf:go_l_ornithine_transme...          SET       4     -0.30159   -0.0043975      0.50112      0.72635 GO_mf:go_l_ornithine_transmembrane_transporter_activity
GO_mf:go_sulfur_amino_acid_t...          SET       7      0.21902    0.0042244      0.28594      0.22185 GO_mf:go_sulfur_amino_acid_transmembrane_transporter_activity
GO_mf:go_succinate_dehydroge...          SET       6      0.53252    0.0095094       0.3507     0.064456 GO_mf:go_succinate_dehydrogenase_activity
GO_mf:go_rdna_binding                    SET       9     -0.20961   -0.0045839       0.3633      0.71802 GO_mf:go_rdna_binding
GO_mf:go_3_keto_sterol_reduc...          SET       5    -0.062894   -0.0010253      0.42539      0.55877 GO_mf:go_3_keto_sterol_reductase_activity
GO_mf:go_peroxisome_targetin...          SET       5     -0.35697   -0.0058192      0.34784       0.8476 GO_mf:go_peroxisome_targeting_sequence_binding
GO_mf:go_rna_7_methylguanosi...          SET      11     -0.35009   -0.0084637      0.23179      0.93452 GO_mf:go_rna_7_methylguanosine_cap_binding
GO_mf:go_y_form_dna_binding              SET       5     -0.44421   -0.0072414      0.42044      0.85463 GO_mf:go_y_form_dna_binding
GO_mf:go_bubble_dna_binding              SET       8      0.25433     0.005244      0.33539      0.22414 GO_mf:go_bubble_dna_binding
GO_mf:go_oxidized_base_lesio...          SET       5      0.60773     0.009907      0.39188     0.060485 GO_mf:go_oxidized_base_lesion_dna_n_glycosylase_activity
GO_mf:go_adenyl_nucleotide_e...          SET       9     -0.55307    -0.012095      0.25525      0.98487 GO_mf:go_adenyl_nucleotide_exchange_factor_activity
GO_mf:go_inositol_hexakispho...          SET       5    -0.077815   -0.0012685      0.29293      0.60474 GO_mf:go_inositol_hexakisphosphate_kinase_activity
GO_mf:go_translation_repress...2         SET      14      0.24491    0.0066791      0.25421      0.16767 GO_mf:go_translation_repressor_activity_mrna_regulatory_element_binding
GO_mf:go_proximal_promoter_s...          SET     511     0.080596     0.013102     0.040061     0.022126 GO_mf:go_proximal_promoter_sequence_specific_dna_binding
GO_mf:go_rna_polymerase_iii_...2         SET       7     -0.65574    -0.012647      0.33952      0.97327 GO_mf:go_rna_polymerase_iii_general_transcription_initiation_factor_activity
GO_mf:go_rna_polymerase_i_re...          SET       8      0.70759      0.01459       0.3352     0.017395 GO_mf:go_rna_polymerase_i_regulatory_region_dna_binding
GO_mf:go_rna_polymerase_iii_...3         SET      11     -0.16249   -0.0039283      0.33657      0.68537 GO_mf:go_rna_polymerase_iii_regulatory_region_dna_binding
GO_mf:go_rna_polymerase_iii_...4         SET       5     -0.41742   -0.0068047      0.54607      0.77768 GO_mf:go_rna_polymerase_iii_type_1_promoter_dna_binding
GO_mf:go_rna_polymerase_iii_...5         SET       5      0.15131    0.0024666      0.55195      0.39199 GO_mf:go_rna_polymerase_iii_type_3_promoter_dna_binding
GO_mf:go_rna_polymerase_i_co...          SET       5     -0.14869   -0.0024239      0.31587      0.68108 GO_mf:go_rna_polymerase_i_core_binding
GO_mf:go_rna_polymerase_i_ac...          SET      11     -0.20793   -0.0050269      0.22044      0.82722 GO_mf:go_rna_polymerase_i_activity
GO_mf:go_rna_polymerase_ii_a...2         SET       9     -0.32134   -0.0070272      0.25093      0.89982 GO_mf:go_rna_polymerase_ii_activity
GO_mf:go_rna_polymerase_iii_...1         SET      15     -0.33866   -0.0095596      0.20575       0.9501 GO_mf:go_rna_polymerase_iii_activity
GO_mf:go_rna_polymerase_ii_g...2         SET      19      0.19852    0.0063061      0.19774      0.15772 GO_mf:go_rna_polymerase_ii_general_transcription_initiation_factor_binding
