GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000196605	19	9862669	9903856	89	8	292485	-0.35584	0.63902	ZNF846
ENSG00000127452	19	9920943	9938492	29	6	292485	-0.89073	0.81346	FBXL12
ENSG00000198258	19	9938568	9940791	1	1	292485	-0.080608	0.53212	UBL5
ENSG00000127445	19	9945933	9960358	26	6	292485	-0.58031	0.71915	PIN1
ENSG00000105088	19	9964394	10047228	238	24	292485	0.69302	0.24415	OLFM2
ENSG00000080573	19	10070237	10121147	319	38	292485	0.1147	0.45434	COL5A3
ENSG00000080511	19	10123925	10132955	42	6	292485	-0.16303	0.56475	RDH8
ENSG00000130813	19	10196798	10203928	3	2	292485	0.35364	0.3618	C19orf66
ENSG00000130812	19	10203014	10213472	8	3	292485	1.4595	0.072216	ANGPTL6
ENSG00000243207	19	10216899	10225456	27	7	292485	3.3146	0.00045893	PPAN-P2RY11
ENSG00000130810	19	10216965	10225414	27	7	292485	3.3146	0.00045893	PPAN
ENSG00000244165	19	10222214	10226048	14	4	292485	3.5185	0.00021698	P2RY11
ENSG00000130811	19	10225693	10230596	13	3	292485	3.6993	0.00010811	EIF3G
ENSG00000130816	19	10244021	10341962	204	23	292485	1.3899	0.082277	DNMT1
ENSG00000267534	19	10334520	10341948	13	3	292485	0.94236	0.173	S1PR2
ENSG00000105364	19	10362577	10370721	22	7	292485	0.78162	0.21722	MRPL4
ENSG00000090339	19	10381511	10397291	35	11	292485	-0.42335	0.66398	ICAM1
ENSG00000105376	19	10400657	10407454	24	5	292485	0.55416	0.28974	ICAM5
ENSG00000220201	19	10415479	10420556	10	4	292485	-0.13965	0.55553	ZGLP1
ENSG00000167807	19	10416103	10426685	38	8	292485	-0.5362	0.70409	CTD-2369P2.10
ENSG00000267673	19	10416103	10426691	38	8	292485	-0.5362	0.70409	FDX1L
ENSG00000267303	19	10426147	10431354	22	6	292485	-0.52447	0.70002	CTD-2369P2.12
ENSG00000161847	19	10426888	10444316	68	12	292485	-0.60378	0.727	RAVER1
ENSG00000076662	19	10444452	10450499	28	4	292485	1.4432	0.074489	ICAM3
ENSG00000105397	19	10461209	10491352	93	15	292485	0.28579	0.38752	TYK2
ENSG00000105401	19	10501810	10530797	61	8	292485	0.027744	0.48893	CDC37
ENSG00000065989	19	10527449	10580305	98	13	292485	0.54506	0.29286	PDE4A
ENSG00000079999	19	10596796	10614417	43	7	292485	1.1377	0.12761	KEAP1
ENSG00000180739	19	10623623	10628607	9	4	292485	0.76022	0.22356	S1PR5
ENSG00000130734	19	10654571	10664094	30	9	292485	0.24471	0.40334	ATG4D
ENSG00000129347	19	10663761	10676713	63	10	292485	-0.49625	0.69014	KRI1
ENSG00000129355	19	10677138	10679735	6	2	292485	0.9875	0.1617	CDKN2D
ENSG00000129354	19	10683347	10697991	78	7	292485	-0.43872	0.66957	AP1M2
ENSG00000129353	19	10713133	10755235	111	10	292485	-0.048946	0.51952	SLC44A2
ENSG00000226104	19	10751715	10752093	1	1	292485	0.37984	0.35203	AC011475.1
ENSG00000129351	19	10764937	10803093	61	7	292485	-0.36229	0.64143	ILF3
ENSG00000213339	19	10812106	10824113	24	5	292485	-0.78486	0.78373	QTRT1
ENSG00000079805	19	10828755	10944164	325	29	292485	-0.29282	0.61517	DNM2
ENSG00000099203	19	10943114	10946994	2	1	292485	-0.34151	0.63364	TMED1
ENSG00000214212	19	10947251	10980466	55	10	292485	0.062014	0.47528	C19orf38
ENSG00000142453	19	10982189	11033453	90	11	292485	-0.21548	0.5853	CARM1
ENSG00000130733	19	11033444	11039357	6	4	292485	-0.35732	0.63957	YIPF2
ENSG00000142444	19	11039409	11044211	14	5	292485	-2.0116	0.97787	C19orf52
ENSG00000127616	19	11071598	11176071	297	27	292485	1.0493	0.14702	SMARCA4
ENSG00000130164	19	11200038	11244492	186	23	292485	1.1367	0.12784	LDLR
ENSG00000161888	19	11242196	11266484	134	19	292485	0.54852	0.29167	SPC24
ENSG00000197256	19	11274943	11308467	121	10	292485	0.47916	0.31591	KANK2
ENSG00000130158	19	11309971	11373157	136	17	292485	1.7305	0.041768	DOCK6
ENSG00000130173	19	11348178	11352619	6	2	292485	0.99733	0.1593	C19orf80
ENSG00000130167	19	11406824	11437672	82	9	292485	0.30481	0.38026	TSPAN16
ENSG00000105514	19	11432722	11456946	85	7	292485	1.4156	0.078451	RAB3D
ENSG00000105518	19	11453452	11457194	2	1	292485	1.7443	0.040555	TMEM205
ENSG00000183401	19	11455360	11465620	18	5	292485	2.026	0.021382	CCDC159
ENSG00000105520	19	11466062	11476374	16	5	292485	0.61695	0.26863	DKFZP761J1410
ENSG00000187266	19	11488236	11495018	6	2	292485	-0.2058	0.58153	EPOR
ENSG00000205517	19	11495017	11530018	76	5	292485	0.12077	0.45194	RGL3
ENSG00000198003	19	11531272	11546603	31	6	292485	0.84953	0.19779	CCDC151
ENSG00000130175	19	11546109	11561783	26	6	292485	0.92715	0.17693	PRKCSH
ENSG00000196361	19	11562141	11591861	96	13	292485	0.48844	0.31262	ELAVL3
ENSG00000267477	19	11577055	11616513	125	12	292485	1.4053	0.079963	CTC-398G3.6
ENSG00000161914	19	11594242	11616738	82	7	292485	1.4881	0.068357	ZNF653
ENSG00000130159	19	11616731	11639989	50	7	292485	1.1917	0.11669	ECSIT
ENSG00000130176	19	11649532	11661138	31	7	292485	1.061	0.14435	CNN1
ENSG00000130165	19	11661962	11670051	16	4	292485	0.29537	0.38386	ELOF1
ENSG00000198551	19	11670189	11729950	171	17	292485	1.3505	0.088433	ZNF627
ENSG00000102575	19	11685475	11689823	9	3	292485	0.21447	0.41509	ACP5
ENSG00000197933	19	11832080	11849824	51	5	292485	1.2889	0.098719	ZNF823
ENSG00000197044	19	11877815	11894893	93	6	292485	-0.46665	0.67962	ZNF441
ENSG00000177599	19	11908482	11920437	29	5	292485	-0.089803	0.53578	ZNF491
ENSG00000171295	19	11925099	11946016	80	4	292485	0.02545	0.48985	ZNF440
ENSG00000171291	19	11959541	11994565	107	15	292485	-0.1455	0.55784	ZNF439
ENSG00000198429	19	11998599	12025144	78	11	292485	0.060925	0.47571	ZNF69
ENSG00000196757	19	12035883	12061588	80	7	292485	0.56964	0.28446	ZNF700
ENSG00000267179	19	12035890	12090105	208	10	292485	0.68693	0.24606	ZNF763
ENSG00000197054	19	12035890	12091196	218	10	292485	0.70076	0.24173	ZNF763
ENSG00000197647	19	12125547	12146556	40	5	292485	-0.2268	0.58971	ZNF433
ENSG00000257355	19	12128703	12163782	66	6	292485	-0.33713	0.63199	CTD-2006C1.10
ENSG00000257446	19	12154620	12167127	22	3	292485	-0.53375	0.70324	ZNF878
ENSG00000223547	19	12175514	12192380	45	4	292485	0.80397	0.21071	ZNF844
ENSG00000188474	19	12203078	12225491	45	7	292485	0.3272	0.37176	ZNF788
ENSG00000214189	19	12203078	12248050	89	11	292485	0.31237	0.37738	ZNF788
ENSG00000132010	19	12203658	12251222	97	12	292485	0.26011	0.39739	ZNF20
ENSG00000213297	19	12242932	12267546	48	5	292485	-0.04382	0.51748	ZNF625-ZNF20
ENSG00000257591	19	12251032	12267546	29	3	292485	-0.46631	0.6795	ZNF625
ENSG00000196646	19	12273879	12300064	39	7	292485	0.077904	0.46895	ZNF136
ENSG00000197857	19	12335501	12405702	171	12	292485	-0.8279	0.79614	ZNF44
ENSG00000188868	19	12428291	12444534	35	3	292485	-0.016989	0.50678	ZNF563
ENSG00000198342	19	12460185	12476719	11	6	292485	-0.034734	0.51385	ZNF442
ENSG00000268744	19	12490003	12512088	18	3	292485	0.71484	0.23735	CTD-3105H18.14
ENSG00000196466	19	12500830	12512085	6	1	292485	0.46413	0.32128	ZNF799
ENSG00000268870	19	12502763	12551896	273	7	292485	1.988	0.023407	CTD-3105H18.16
ENSG00000180855	19	12540521	12551926	103	6	292485	1.917	0.027622	ZNF443
ENSG00000269755	19	12543917	12595630	235	11	292485	1.5497	0.060607	CTD-3105H18.18
ENSG00000242852	19	12571998	12624668	198	9	292485	1.5286	0.063182	ZNF709
ENSG00000196826	19	12572373	12662288	272	18	292485	1.4963	0.067282	ZNF709
ENSG00000249709	19	12636184	12662356	46	11	292485	-0.33816	0.63238	ZNF564
ENSG00000269693	19	12636534	12691789	98	17	292485	0.14021	0.44425	CTD-2192J16.20
ENSG00000188033	19	12688775	12750912	154	11	292485	0.8984	0.18449	ZNF490
ENSG00000173875	19	12721732	12742735	61	6	292485	1.1588	0.12327	ZNF791
ENSG00000269242	19	12754645	12759211	10	4	292485	0.61114	0.27055	CTD-2192J16.22
ENSG00000104774	19	12757325	12777556	33	8	292485	0.64563	0.25926	MAN2B1
ENSG00000269590	19	12775642	12780211	5	3	292485	-0.64506	0.74056	CTD-2192J16.24
ENSG00000123154	19	12777614	12786646	16	7	292485	-0.48083	0.68468	WDR83
ENSG00000105583	19	12778885	12782170	5	3	292485	-0.95652	0.8306	WDR83OS
ENSG00000095059	19	12786531	12792716	8	5	292485	-0.97921	0.83626	DHPS
ENSG00000132004	19	12798867	12807457	28	2	292485	-0.82491	0.79529	FBXW9
ENSG00000105576	19	12810008	12834825	57	3	292485	-0.21826	0.58639	TNPO2
ENSG00000123144	19	12841454	12845589	1	1	292485	0.47168	0.31858	C19orf43
ENSG00000198356	19	12847953	12859137	6	2	292485	-0.10982	0.54373	ASNA1
ENSG00000039987	19	12862516	12869272	5	3	292485	2.3002	0.010717	BEST2
ENSG00000095066	19	12873817	12983554	290	26	292485	-1.4982	0.93296	HOOK2
ENSG00000171223	19	12902310	12904124	2	1	292485	-0.64381	0.74015	JUNB
ENSG00000167815	19	12907634	12912694	18	4	292485	-0.54976	0.70876	PRDX2
ENSG00000104889	19	12917394	12924452	35	4	292485	-1.2544	0.89516	RNASEH2A
ENSG00000132026	19	12936292	12946242	20	4	292485	-1.5155	0.93517	RTBDN
ENSG00000105613	19	12944765	12985765	94	9	292485	-0.88243	0.81123	MAST1
ENSG00000105612	19	12986025	12992282	7	2	292485	0.16565	0.43422	DNASE2
ENSG00000105610	19	12995237	12997995	3	2	292485	-0.81415	0.79222	KLF1
ENSG00000105607	19	13001840	13025021	45	10	292485	-0.12862	0.55117	GCDH
ENSG00000161860	19	13009600	13030090	40	9	292485	-0.25477	0.60055	SYCE2
ENSG00000179115	19	13033293	13044851	24	7	292485	-1.7728	0.96187	FARSA
ENSG00000179218	19	13049392	13055303	7	3	292485	-0.26483	0.60443	CALR
ENSG00000179262	19	13056669	13064456	13	6	292485	-0.15534	0.56172	RAD23A
ENSG00000179271	19	13064972	13068050	3	2	292485	0.57101	0.284	GADD45GIP1
ENSG00000179284	19	13075973	13085567	13	4	292485	-0.054407	0.52169	DAND5
ENSG00000008441	19	13106422	13209610	175	18	292485	1.0988	0.13593	NFIX
ENSG00000104903	19	13209847	13213975	14	5	292485	0.45224	0.32555	LYL1
ENSG00000104907	19	13215716	13228381	15	6	292485	0.077235	0.46922	TRMT1
ENSG00000160877	19	13228917	13251955	37	6	292485	-0.67794	0.75109	NACC1
ENSG00000104915	19	13254872	13261197	8	3	292485	-1.097	0.86368	STX10
ENSG00000160888	19	13261229	13265722	10	5	292485	-1.0824	0.86046	IER2
ENSG00000141837	19	13317256	13734804	1470	169	292485	1.3016	0.09652	CACNA1A
ENSG00000104957	19	13842574	13874110	83	10	292485	-0.85014	0.80238	CCDC130
ENSG00000037757	19	13875346	13885096	18	3	292485	-0.53464	0.70355	MRI1
ENSG00000104979	19	13884982	13889276	26	2	292485	0.17751	0.42955	C19orf53
ENSG00000214109	19	13890884	13900972	60	5	292485	-0.57056	0.71585	AC008686.1
ENSG00000132003	19	13906274	13943044	75	5	292485	1.9354	0.026471	ZSWIM4
ENSG00000187556	19	13972877	13991571	19	4	292485	-0.54643	0.70762	NANOS3
ENSG00000132016	19	13993161	14017265	72	2	292485	-0.37524	0.64626	C19orf57
ENSG00000132024	19	14017014	14041692	29	9	292485	0.24589	0.40288	CC2D1A
ENSG00000132000	19	14042000	14064204	22	6	292485	-0.8008	0.78838	PODNL1
ENSG00000132017	19	14063304	14072254	8	4	292485	0.44883	0.32678	DCAF15
ENSG00000132005	19	14072350	14117851	28	9	292485	-0.94312	0.82719	RFX1
ENSG00000171136	19	14138960	14141854	9	3	292485	-1.1819	0.88138	RLN3
ENSG00000104998	19	14142560	14163743	53	6	292485	0.21153	0.41624	IL27RA
ENSG00000187867	19	14164177	14169971	7	5	292485	0.11601	0.45382	PALM3
ENSG00000141854	19	14183348	14185874	5	2	292485	0.28707	0.38703	hsa-mir-1199
ENSG00000188032	19	14192431	14196687	8	3	292485	0.37363	0.35434	C19orf67
ENSG00000141858	19	14198652	14201848	1	1	292485	0.097242	0.46127	SAMD1
ENSG00000072062	19	14202500	14228896	24	4	292485	-1.334	0.90889	PRKACA
ENSG00000105011	19	14230321	14247768	30	3	292485	-0.9665	0.8331	ASF1B
ENSG00000072071	19	14260750	14316999	109	20	292485	-0.77381	0.78048	LPHN1
ENSG00000123146	19	14491313	14519537	37	13	292485	-0.1715	0.56808	CD97
ENSG00000123136	19	14519631	14530192	15	7	292485	0.2235	0.41157	DDX39A
ENSG00000123143	19	14543865	14582679	92	19	292485	-0.3852	0.64995	PKN1
ENSG00000160951	19	14583278	14586174	11	5	292485	-0.19376	0.57682	PTGER1
ENSG00000123159	19	14588572	14606944	53	12	292485	-0.24035	0.59497	GIPC1
ENSG00000132002	19	14625582	14640582	18	4	292485	-0.046746	0.51864	DNAJB1
ENSG00000099797	19	14627897	14676792	124	20	292485	1.3984	0.081002	TECR
ENSG00000099795	19	14676890	14682874	9	4	292485	0.81032	0.20888	NDUFB7
ENSG00000187912	19	14693896	14721969	101	14	292485	-0.96753	0.83336	CLEC17A
ENSG00000131355	19	14729929	14800839	222	30	292485	1.1607	0.12287	EMR3
ENSG00000160961	19	14800613	14844558	177	21	292485	1.6942	0.045112	ZNF333
ENSG00000268550	19	14834747	14835121	2	1	292485	-1.2148	0.88778	AC090427.1
ENSG00000127507	19	14843205	14889353	239	22	292485	1.3787	0.083995	EMR2
ENSG00000188269	19	14903302	14946188	159	25	292485	-0.051072	0.52037	OR7A5
ENSG00000127530	19	14909958	14911023	6	2	292485	-0.53531	0.70378	OR7C1
ENSG00000127515	19	14951760	14952689	5	2	292485	0.86988	0.19218	OR7A10
ENSG00000185385	19	14991138	14992264	6	2	292485	-1.2832	0.9003	OR7A17
ENSG00000127529	19	15052301	15053260	4	2	292485	-0.12182	0.54848	OR7C2
ENSG00000105143	19	15060846	15133802	468	54	292485	0.93798	0.17413	SLC1A6
ENSG00000160994	19	15121556	15134081	87	16	292485	-0.37549	0.64635	CCDC105
ENSG00000105141	19	15160195	15169104	44	7	292485	1.4095	0.079347	CASP14
ENSG00000094661	19	15197791	15199032	12	3	292485	0.3304	0.37055	OR1I1
ENSG00000105137	19	15218214	15225799	14	3	292485	-0.21056	0.58338	SYDE1
ENSG00000105135	19	15225795	15236596	27	7	292485	0.10277	0.45907	ILVBL
ENSG00000074181	19	15270444	15311792	158	11	292485	-0.43037	0.66654	NOTCH3
ENSG00000105131	19	15337730	15344246	4	2	292485	-0.63476	0.73721	EPHX3
ENSG00000141867	19	15347647	15443356	114	15	292485	1.0315	0.15115	BRD4
ENSG00000105127	19	15464196	15490609	48	6	292485	0.010242	0.49591	AKAP8
ENSG00000011243	19	15490859	15529952	69	5	292485	0.25263	0.40028	AKAP8L
ENSG00000011451	19	15532319	15560762	15	4	292485	0.4677	0.32	WIZ
ENSG00000105122	19	15562435	15575382	16	9	292485	-0.82485	0.79527	RASAL3
ENSG00000161031	19	15579456	15609767	86	15	292485	-0.67466	0.75006	PGLYRP2
ENSG00000171954	19	15619304	15663128	136	28	292485	-1.1016	0.86468	CYP4F22
ENSG00000186529	19	15751707	15773635	160	13	292485	-1.3938	0.91831	CYP4F3
ENSG00000186204	19	15783567	15807984	205	11	292485	-0.11985	0.5477	CYP4F12
ENSG00000171942	19	15838834	15839862	6	2	292485	-1.3692	0.91453	OR10H2
ENSG00000171936	19	15852203	15853153	7	3	292485	-0.74708	0.77249	OR10H3
ENSG00000172519	19	15904761	15905892	13	4	292485	0.58564	0.27906	OR10H5
ENSG00000186723	19	15917817	15918936	4	2	292485	-1.5418	0.93844	OR10H1
ENSG00000186115	19	15988833	16008930	88	9	292485	0.58742	0.27846	CYP4F2
ENSG00000171903	19	16023177	16045677	108	8	292485	-0.74644	0.7723	CYP4F11
ENSG00000176231	19	16059818	16060768	6	2	292485	1.9168	0.02763	OR10H4
ENSG00000167460	19	16177831	16213813	71	9	292485	0.52719	0.29903	TPM4
ENSG00000167461	19	16222439	16245044	49	6	292485	2.7532	0.0029508	RAB8A
ENSG00000196684	19	16244838	16269386	58	12	292485	1.2501	0.10564	HSH2D
ENSG00000141977	19	16272179	16284336	40	4	292485	-0.43722	0.66902	CIB3
ENSG00000105058	19	16296191	16302857	16	4	292485	0.06051	0.47587	FAM32A
ENSG00000072958	19	16308389	16346160	146	8	292485	-0.014564	0.50581	AP1M1
ENSG00000127528	19	16435628	16438685	9	5	292485	1.9371	0.026365	KLF2
ENSG00000127527	19	16466050	16582896	211	23	292485	-0.77447	0.78067	EPS15L1
ENSG00000269058	19	16589868	16607003	62	5	292485	-0.37726	0.64701	CALR3
ENSG00000141979	19	16589878	16739015	357	30	292485	-1.0742	0.85863	CTD-3222D19.2
ENSG00000105072	19	16607122	16632163	73	9	292485	-0.35679	0.63937	C19orf44
ENSG00000085872	19	16628700	16653341	60	13	292485	-0.99052	0.83904	CHERP
ENSG00000127526	19	16660642	16683193	41	11	292485	-0.91234	0.8192	SLC35E1
ENSG00000105085	19	16685718	16739873	107	12	292485	-1.3484	0.91124	MED26
ENSG00000268790	19	16688453	16770926	191	25	292485	-0.26771	0.60554	CTC-429P9.4
ENSG00000214046	19	16741562	16771253	79	12	292485	0.89614	0.18509	SMIM7
ENSG00000072954	19	16771938	16800840	90	12	292485	0.54694	0.29221	TMEM38A
ENSG00000188039	19	16830787	16928774	257	28	292485	-0.24461	0.59662	NWD1
ENSG00000127511	19	16940211	16991164	105	14	292485	0.5429	0.2936	SIN3B
ENSG00000127533	19	16999671	17003417	8	2	292485	-0.0083246	0.50332	F2RL3
ENSG00000160111	19	17003758	17137625	379	60	292485	-0.47892	0.684	CPAMD8
ENSG00000131351	19	17160539	17186435	100	13	292485	0.12517	0.45019	HAUS8
ENSG00000099331	19	17186591	17325346	549	55	292485	1.6986	0.044694	MYO9B
ENSG00000053501	19	17326155	17330638	8	4	292485	0.40645	0.34221	USE1
ENSG00000099330	19	17337013	17340028	27	6	292485	0.56685	0.28541	OCEL1
ENSG00000160113	19	17342692	17356749	34	12	292485	-0.13294	0.55288	NR2F6
ENSG00000269095	19	17346749	17366257	66	14	292485	1.2497	0.1057	AC010646.3
ENSG00000130307	19	17359985	17393595	119	17	292485	1.9258	0.027064	USHBP1
ENSG00000105393	19	17378159	17392058	49	8	292485	2.0045	0.022508	BABAM1
ENSG00000269307	19	17378227	17393775	57	9	292485	1.8907	0.02933	CTD-2278I10.6
ENSG00000160117	19	17392454	17398455	33	4	292485	0.72983	0.23275	ANKLE1
ENSG00000127220	19	17402940	17421045	67	10	292485	1.6088	0.053829	ABHD8
ENSG00000130312	19	17403418	17417652	50	8	292485	1.6088	0.053828	MRPL34
ENSG00000130311	19	17420327	17434110	65	10	292485	0.84238	0.19979	DDA1
ENSG00000074855	19	17434032	17445638	30	8	292485	0.0047058	0.49812	ANO8
ENSG00000130299	19	17445729	17453544	33	7	292485	-0.036925	0.51473	GTPBP3
ENSG00000130300	19	17462257	17488159	90	18	292485	-1.1957	0.88409	PLVAP
ENSG00000130303	19	17513748	17516457	10	3	292485	-0.71531	0.76279	BST2
ENSG00000141971	19	17516531	17544533	102	12	292485	0.27912	0.39007	MVB12A
ENSG00000188051	19	17546318	17559376	31	5	292485	-0.35545	0.63888	TMEM221
ENSG00000269035	19	17547420	17571613	66	8	292485	-1.1267	0.87006	CTD-2521M24.10
ENSG00000171773	19	17566234	17571763	25	4	292485	-1.9755	0.9759	NXNL1
ENSG00000130304	19	17579578	17616977	109	13	292485	-2.1484	0.98416	SLC27A1
ENSG00000130313	19	17622438	17632097	22	4	292485	-1.6215	0.94754	PGLS
ENSG00000167483	19	17634110	17664648	84	17	292485	0.29299	0.38476	FAM129C
ENSG00000130309	19	17666403	17693971	83	16	292485	0.045764	0.48175	COLGALT1
ENSG00000130477	19	17712137	17799401	295	60	292485	-0.88005	0.81058	UNC13A
ENSG00000130479	19	17830051	17845325	63	7	292485	-1.2311	0.89086	MAP1S
ENSG00000130475	19	17858527	17899377	144	18	292485	-0.025786	0.51029	FCHO1
ENSG00000179913	19	17905637	17923891	70	14	292485	-1.9302	0.97321	B3GNT3
ENSG00000248099	19	17927321	17932383	6	3	292485	-0.0035441	0.50141	INSL3
ENSG00000105639	19	17935589	17958880	36	9	292485	0.42434	0.33566	JAK3
ENSG00000105640	19	17970685	17974962	12	2	292485	0.46631	0.3205	RPL18A
ENSG00000105641	19	17982782	18005983	49	6	292485	-1.0396	0.85075	SLC5A5
ENSG00000007080	19	18043825	18054800	32	8	292485	2.5234	0.0058112	CCDC124
ENSG00000105642	19	18062102	18110889	85	14	292485	1.0209	0.15366	KCNN1
ENSG00000105643	19	18111941	18124911	39	5	292485	-0.76417	0.77762	ARRDC2
ENSG00000096996	19	18169805	18209754	138	13	292485	-0.34258	0.63404	IL12RB1
ENSG00000099308	19	18208603	18262502	206	17	292485	0.71652	0.23684	MAST3
ENSG00000105647	19	18263928	18281350	28	5	292485	-0.6636	0.74653	PIK3R2
ENSG00000268173	19	18263968	18288927	48	9	292485	0.32868	0.3712	PIK3R2
ENSG00000216490	19	18283972	18288927	12	2	292485	1.2141	0.11236	IFI30
ENSG00000254858	19	18303992	18307758	12	3	292485	-1.516	0.93525	MPV17L2
ENSG00000105649	19	18307594	18314884	17	4	292485	-1.0602	0.85547	RAB3A
ENSG00000105650	19	18318771	18366229	117	13	292485	0.25951	0.39762	PDE4C
ENSG00000130518	19	18367908	18385319	99	11	292485	-0.096907	0.5386	KIAA1683
ENSG00000130522	19	18390563	18392432	3	1	292485	1.0755	0.14107	JUND
ENSG00000130520	19	18417040	18434084	44	8	292485	0.61673	0.26871	LSM4
ENSG00000130517	19	18451397	18480760	75	12	292485	0.88104	0.18915	PGPEP1
ENSG00000130513	19	18485541	18499986	55	8	292485	-3.524	0.99979	GDF15
ENSG00000175489	19	18501954	18508427	19	4	292485	-1.3526	0.9119	LRRC25
ENSG00000130511	19	18529674	18545372	31	7	292485	-0.4897	0.68783	SSBP4
ENSG00000105655	19	18545198	18549111	9	2	292485	0.47226	0.31837	ISYNA1
ENSG00000105656	19	18553473	18632937	201	12	292485	-0.053826	0.52146	ELL
ENSG00000105701	19	18642561	18654887	18	4	292485	-0.15618	0.56205	FKBP8
ENSG00000105700	19	18668572	18680197	37	5	292485	1.5566	0.059778	KXD1
ENSG00000221983	19	18682540	18688360	16	4	292485	1.5252	0.063604	UBA52
ENSG00000006016	19	18683030	18718551	118	15	292485	1.7947	0.036347	CRLF1
ENSG00000006015	19	18699495	18703146	12	3	292485	2.2264	0.012994	C19orf60
ENSG00000105696	19	18718240	18731849	37	11	292485	0.90172	0.1836	TMEM59L
ENSG00000167487	19	18747775	18781309	107	18	292485	-0.074548	0.52971	KLHL26
ENSG00000105662	19	18794487	18893004	275	35	292485	-1.2868	0.90092	CRTC1
ENSG00000105664	19	18893583	18902123	14	5	292485	-0.88971	0.81319	COMP
ENSG00000005007	19	18942747	18979045	66	13	292485	-1.0794	0.8598	UPF1
ENSG00000130283	19	18979361	19006905	51	13	292485	-1.3816	0.91645	GDF1
ENSG00000223802	19	18979361	19007536	51	13	292485	-1.3816	0.91645	CERS1
ENSG00000105669	19	19010323	19030206	51	11	292485	-0.97674	0.83565	COPE
ENSG00000268193	19	19017822	19045206	60	12	292485	-0.17008	0.56753	AC002985.3
ENSG00000105671	19	19030484	19039436	18	6	292485	0.045449	0.48187	DDX49
ENSG00000051128	19	19040010	19052070	10	3	292485	0.32172	0.37383	HOMER3
ENSG00000064607	19	19101697	19144832	91	10	292485	0.91826	0.17924	SUGP2
ENSG00000105676	19	19144384	19170563	63	8	292485	1.4086	0.07947	ARMC6
ENSG00000181035	19	19174808	19223697	94	12	292485	1.497	0.0672	SLC25A42
ENSG00000064545	19	19229978	19249322	42	7	292485	0.86772	0.19277	TMEM161A
ENSG00000064489	19	19256376	19302967	182	14	292485	0.012886	0.49486	MEF2BNB-MEF2B
ENSG00000213999	19	19256377	19303400	184	14	292485	0.04372	0.48256	MEF2B
ENSG00000254901	19	19287712	19303400	58	10	292485	0.13885	0.44479	MEF2BNB
ENSG00000064490	19	19303008	19312678	20	5	292485	0.18999	0.42466	RFXANK
ENSG00000184162	19	19312225	19314233	1	1	292485	-0.54383	0.70672	NR2C2AP
ENSG00000130287	19	19322782	19363042	105	11	292485	0.56436	0.28625	NCAN
ENSG00000187664	19	19366450	19373605	22	4	292485	2.1521	0.015694	HAPLN4
ENSG00000213996	19	19375173	19384200	31	8	292485	1.8503	0.032138	TM6SF2
ENSG00000105705	19	19386827	19431653	113	13	292485	1.5833	0.056676	SUGP1
ENSG00000129933	19	19431490	19469563	87	10	292485	1.2506	0.10554	MAU2
ENSG00000167491	19	19496635	19619740	239	18	292485	1.528	0.063253	GATAD2A
ENSG00000178093	19	19623227	19626838	5	2	292485	1.7366	0.041227	TSSK6
ENSG00000186010	19	19626545	19644285	46	6	292485	1.8027	0.035719	NDUFA13
ENSG00000258674	19	19627036	19646885	47	6	292485	1.7843	0.037191	CTC-260F20.3
ENSG00000250067	19	19627036	19648390	49	6	292485	1.7731	0.03811	YJEFN3
ENSG00000160161	19	19649057	19657468	20	3	292485	1.964	0.024767	CILP2
ENSG00000105717	19	19672522	19729725	105	15	292485	0.52617	0.29938	PBX4
ENSG00000064547	19	19734477	19739739	4	1	292485	-0.15522	0.56168	LPAR2
ENSG00000089639	19	19740285	19754476	21	7	292485	0.56306	0.2867	GMIP
ENSG00000105726	19	19756007	19774502	50	10	292485	1.5385	0.061962	ATP13A1
ENSG00000181896	19	19779605	19794318	39	9	292485	1.1406	0.12702	ZNF101
ENSG00000105708	19	19821280	19843906	56	10	292485	0.70785	0.23952	ZNF14
ENSG00000081665	19	19896648	19932560	122	17	292485	1.9105	0.028037	ZNF506
ENSG00000256771	19	19976695	20005483	98	12	292485	0.338	0.36768	ZNF253
ENSG00000184635	19	20011722	20046384	127	17	292485	0.39245	0.34736	ZNF93
ENSG00000268461	19	20047769	20048639	2	1	292485	0.42458	0.33557	AC007204.1
ENSG00000197124	19	20107867	20150315	186	14	292485	-0.46195	0.67794	ZNF682
ENSG00000213988	19	20188803	20237885	129	20	292485	-0.74013	0.77039	ZNF90
ENSG00000256229	19	20278037	20311299	123	7	292485	-0.39826	0.65478	ZNF486
ENSG00000237440	19	20718631	20748615	159	16	292485	0.92731	0.17688	ZNF737
ENSG00000188171	19	20802867	20844402	278	16	292485	1.165	0.122	ZNF626
ENSG00000160229	19	20959110	20991922	299	13	292485	-1.2388	0.89229	ZNF66
ENSG00000105750	19	21106028	21133503	168	8	292485	-0.86039	0.80521	ZNF85
ENSG00000118620	19	21203426	21242856	109	9	292485	1.2111	0.11292	ZNF430
ENSG00000160352	19	21264965	21308073	178	11	292485	1.6622	0.048241	ZNF714
ENSG00000196705	19	21324827	21373034	99	10	292485	0.14329	0.44303	ZNF431
ENSG00000182141	19	21473962	21512227	117	9	292485	-0.53759	0.70457	ZNF708
ENSG00000172687	19	21541732	21562104	104	5	292485	-0.073551	0.52932	ZNF738
ENSG00000196268	19	21579921	21610375	115	10	292485	0.20638	0.41825	ZNF493
